,Token,ATH date,Price,24hr change,24 hrs High,3 days High,7 days High,30 days High,24 hrs Wick High,24 hrs Volume,cmc_rank,symbol,ratings,contract_address,CATEGORY,self_reported_tags,url,ALGORITHM,OTHERS,date_added,PLATFORM,slug
534,OFN/USDT,2024-09-25,0.1243,-7.169529499626585,-7.238805970149263,-7.238805970149263,-7.238805970149263,-29.932356257046226,-12.217514124293793,65674.858261,2545.0,OFN/USDT,4.2,['BNB Smart Chain (BEP20)'],"['DAO', 'Governance', 'Seedify', 'Generative AI', 'Layer 1']",,https://coinmarketcap.com/currencies/openfabric-ai,No tags available for this,No tags available for this,2023-10-24,['Binance Chain'],openfabric-ai
688,WSDM/USDT,2024-09-24,0.01271,-7.226277372262771,-7.226277372262771,-18.57783472133248,-29.506378258458128,-52.978172401035884,-8.031837916063674,7215.380817,,,,,,,,,,,,
382,BRWL/USDT,2024-09-26,0.001729,-0.6321839080459737,-7.142857142857135,-18.8262910798122,-23.325942350332593,-33.243243243243235,-7.142857142857135,24492.6166610498,1130.0,BRWL/USDT,3.9,"['Ethereum', 'WAX']",No tags available,"['Gaming', 'DApp', 'Play To Earn', 'Web3']",https://coinmarketcap.com/currencies/blockchain-brawlers,No tags available,No tags available,2022-03-30,No tags available,blockchain-brawlers
100,HYDRA/USDT,2024-09-20,0.2221,1.7873510540788209,-7.1099958176495255,-7.1099958176495255,-7.1099958176495255,-22.097509645738345,-9.049959049959053,212019.72368586,801.0,HYDRA/USDT,4.0,[],No tags available,"['Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Scaling', 'Smart Contracts', 'Staking', 'DAO', 'AMM', 'DEX']",https://coinmarketcap.com/currencies/hydra,No tags available,No tags available,2021-01-12,No tags available,hydra
153,FLY/USDT,2024-09-28,0.000471,-7.100591715976323,-7.100591715976323,-10.964083175803394,-20.707070707070706,-56.82859761686525,-8.543689320388356,8605.5365715715,2703.0,FLY/USDT,3.7,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Optimism', 'Arbitrum']","['DuckSTARTER', 'Poolz Finance Portfolio']","['Asset Management', 'Commodities', 'Marketplace', 'Communications & Social Media', 'Centralized Exchange (CEX) Token', 'Collectibles & NFTs', 'Crowdfunding', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Derivatives', 'Discount Token', 'Privacy', 'Escrow', 'Payments', 'Research', 'Smart Contracts', 'Stablecoin', 'Asset-Backed Stablecoin', 'Staking', 'DAO', 'Wallet', 'DApp', 'Ethereum Ecosystem', 'Yield Farming', 'Binance Chain', 'AMM', 'BNB Smart Chain', 'Social Token', 'DEX', 'Fiat', 'Polkadot Ecosystem', 'Yield Aggregator', 'LP Tokens', 'Binance Launchpool', 'Social Money', 'Launchpad', 'Avalanche Ecosystem', 'Solana Ecosystem', 'Lending & Borrowing', 'Wrapped Tokens', 'Analytics', 'ETH 2.0 Staking', 'DAO Maker', 'Cardano Ecosystem', 'Web3', 'Token', 'Arbitrum Ecosystem', 'NFTb Launchpad', 'OKExChain Ecosystem', 'DeFi 2.0', 'Cross-Chain', 'BNB Chain']",https://coinmarketcap.com/currencies/franklin,No tags available for this,No tags available for this,2021-04-06,['BNB Chain'],franklin
351,SON/USDT,2024-10-15,0.000237,-1.7820140903439796,-6.8396226415094405,-20.576407506702417,-27.121771217712176,-27.121771217712176,-7.817969661610278,37537.59952182263,3172.0,SON/USDT,3.9,['BNB Smart Chain (BEP20)'],No tags available,"['Metaverse', 'Play To Earn', 'Token', 'BNB Chain']",https://coinmarketcap.com/currencies/sovi-universe,No tags available,No tags available,2021-11-29,No tags available,sovi-universe
785,OMNIA/USDT,2024-10-15,0.6884,-5.6986301369862975,-6.809259509949913,-45.28691781910666,,,-9.444882925545905,215639.663463,3207.0,OMNIA/USDT,3.1,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/omniaverse,No tags available,No tags available,2022-05-10,No tags available,omniaverse
457,WAXL/USDT,2024-10-12,0.7881,2.6038276266111207,-6.777856635911996,-6.777856635911996,-8.178958406151688,-8.178958406151688,-8.573085846867745,236752.00192517,,,,,,,,,,,,
422,DC/USDT,2024-09-29,0.0003178,-2.0948860135551293,-6.639247943595756,-8.256351039260966,-8.256351039260966,-11.86910704381585,-7.85734995650912,151965.537165678612412,592.0,DC/USDT,no rating found,"['Ethereum', 'Dogechain']",['Doggone Doggerel'],,https://coinmarketcap.com/currencies/dogechain,No tags available for this,No tags available for this,2022-08-16,['Doge Chain Ecosystem'],dogechain
174,UNO/USDT,2024-09-27,0.01282,-6.491611962071482,-6.559766763848394,-12.311901504787958,-12.311901504787958,-21.733821733821728,-6.831395348837209,89635.888531086,1260.0,UNO/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)']","['DeFi', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/unore,No tags available for this,No tags available for this,2021-03-18,No tags available for this,unore
352,MELOS/USDT,2024-09-24,0.002007,-4.818362894811718,-6.516372443989011,-16.95974181803136,-23.326711491442534,-36.67371343829867,-8.305921052631568,154251.13768689584,2395.0,MELOS/USDT,4.2,"['Ethereum', 'BNB Smart Chain (BEP20)']",['Collectibles & NFTs'],,https://coinmarketcap.com/currencies/melos-studio,No tags available for this,No tags available for this,2022-03-03,['Ethereum Ecosystem'],melos-studio
273,WRX/USDT,2024-09-21,0.124,-6.485671191553542,-6.485671191553542,-6.485671191553542,-6.485671191553542,-9.620991253644307,-6.696764484574862,3847.37227519,416.0,WRX/USDT,no rating found,"['BNB Beacon Chain (BEP2)', 'Polygon', 'BNB Smart Chain (BEP20)']","['Centralized Exchange (CEX) Token', 'Binance Launchpad']",,https://coinmarketcap.com/currencies/wazirx,No tags available for this,No tags available for this,2020-02-06,"['Algorand Ecosystem', 'Injective Ecosystem']",wazirx
722,TST/USDT,2024-09-27,0.0077,-5.172413793103451,-6.43985419198055,-11.29032258064516,-22.222222222222225,-59.40959409594097,-6.666666666666668,43459.997308,,,,,,,,,,,,
629,DECHAT/USDT,2024-09-18,0.158,8.665749656121045,-6.3981042654028455,-6.3981042654028455,-8.246225319396046,-54.02967704393367,-6.619385342789591,25696.35441447,,,,,,,,,,,,
524,DCK/USDT,2024-09-28,0.02262,-3.5805626598465494,-6.374172185430462,-9.736632083000789,-14.318181818181813,-31.07861060329068,-6.490285241835463,11405.994005669,1089.0,DCK/USDT,no rating found,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Launchpad', 'Analytics', 'Seedify', 'Telegram Bot']","['Platform', 'Services', 'AI & Big Data', 'Collectibles & NFTs', 'DeFi', 'Prediction Markets', 'DAO', 'DApp', 'Ethereum Ecosystem', 'Governance', 'Launchpad', 'Analytics', 'Poolz Finance Portfolio', 'Web3', 'Token', 'Ferrum Network', 'DeFi 2.0', 'BNB Chain', 'Seedify', 'Telegram Bot']",https://coinmarketcap.com/currencies/dexcheck,No tags available for this,No tags available for this,2022-05-06,"['Ethereum Ecosystem', 'BNB Smart Chain']",dexcheck
212,ODDZ/USDT,2024-10-01,0.0059,-1.006711409395976,-6.3492063492063515,-9.230769230769228,-10.334346504559273,-54.29899302865996,-6.940063091482654,76216.684196303,1436.0,ODDZ/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon', 'Avalanche C-Chain']","['DeFi', 'Derivatives', 'Options']",,https://coinmarketcap.com/currencies/oddz,No tags available for this,No tags available for this,2021-03-18,No tags available for this,oddz
237,SOLVE/USDT,2024-09-28,0.00837,-1.5294117647058811,-6.27099664053751,-6.27099664053751,-7.513812154696133,-20.2097235462345,-6.27099664053751,5642.811920717,762.0,SOLVE/USDT,4.1,['Ethereum'],['DWF Labs Portfolio'],,https://coinmarketcap.com/currencies/solve,No tags available for this,No tags available for this,2019-02-04,No tags available for this,solve
758,NOTAI/USDT,2024-09-18,8.475e-05,-3.242379267039624,-6.270736562707372,-11.135577225542628,-17.53429989296487,,-7.265565160302007,89536.77359299,,,,,,,,,,,,
703,NEXG/USDT,2024-09-20,0.00482,24.54780361757104,-6.22568093385214,-6.22568093385214,-6.22568093385214,-19.800332778702163,-9.056603773584913,60953.844452,,,,,,,,,,,,
651,GMRX/USDT,2024-09-28,0.000689,-6.130790190735682,-6.130790190735682,-10.403120936280882,-16.68681983071342,-34.99999999999999,-7.017543859649118,11707.513056,,,,,,,,,,,,
347,MARS4/USDT,2024-09-30,0.0005586,-6.0228802153432035,-6.0228802153432035,-7.547169811320758,-26.970845862204207,-38.23529411764706,-6.275167785234889,125665.26504361065,1166.0,MARS4/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Collectibles & NFTs', 'Play To Earn', 'OKEx Blockdream Ventures Portfolio', 'DWF Labs Portfolio']","['Collectibles & NFTs', 'Smart Contracts', 'Staking', 'DAO', 'Ethereum Ecosystem', 'Governance', 'Metaverse', 'DAO Maker', 'Exnetwork Capital Portfolio', 'Polygon Ecosystem', 'Play To Earn', 'Web3', 'Token']",https://coinmarketcap.com/currencies/mars4,No tags available for this,No tags available for this,2021-10-01,No tags available for this,mars4
665,BLOCK/USDT,2024-09-28,0.0256,-0.7751937984496077,-5.88235294117646,-39.19239904988123,-41.28440366972477,-53.027522935779814,-11.111111111111105,40769.882232,2901.0,BLOCK/USDT,3.7,"['BNB Smart Chain (BEP20)', 'Solana']","['Collectibles & NFTs', 'DAO Maker']","['Platform', 'Sports', 'Binance Chain', 'Social Token', 'Fan Token', 'Solana Ecosystem', 'DAO Maker', 'Chiliz', 'Soccer']",https://coinmarketcap.com/currencies/blockasset,No tags available for this,No tags available for this,2021-12-15,No tags available for this,blockasset
45,KAI/USDT,2024-09-28,0.0021191,6.108857843873625,-5.780089813703255,-5.780089813703255,-5.780089813703255,-48.17305810995891,-8.224339540926799,9475.15416722264,646.0,KAI/USDT,4.2,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Platform', 'Interoperability', 'Scaling', 'Sharding', 'Smart Contracts', 'Staking']","['DBft', 'DPoS', 'Government', 'Platform', 'Real Estate', 'Sports', 'Enterprise Solutions', 'Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Interoperability', 'Staking', 'Wallet', 'Launchpad', 'Mobile Payment']",https://coinmarketcap.com/currencies/kardiachain,['DPoS'],No tags available for this,2020-04-17,['Injective Ecosystem'],kardiachain
368,VISION/USDT,2024-09-20,0.0015163,3.360599863667345,-5.77891008513018,-5.77891008513018,-8.008250925195654,-39.64254438340897,-6.123080733036161,13178.62354351864,1775.0,VISION/USDT,no rating found,['Solana'],"['Huobi Capital Portfolio', 'Exnetwork Capital Portfolio']",,https://coinmarketcap.com/currencies/vision-game,No tags available for this,No tags available for this,2022-02-24,['Solana Ecosystem'],vision-game
638,PATEX/USDT,2024-09-28,0.892,-2.192982456140353,-5.708245243128958,-10.531594784353057,-18.389752973467516,-38.77831159917639,-7.276507276507271,84754.38982,,,,,,,,,,,,
58,UMA/USDT,2024-10-01,2.836,1.7946877243359594,-5.655355954757151,-5.655355954757151,-5.655355954757151,-8.57511283043198,-7.320261437908503,788797.54405487084,260.0,UMA/USDT,4.3,"['Ethereum', 'Avalanche C-Chain']","['DeFi', 'Derivatives', 'Oracles', 'DAO', 'Coinbase Ventures Portfolio', 'Governance', 'Blockchain Capital Portfolio', 'DragonFly Capital Portfolio', 'Placeholder Ventures Portfolio']",,https://coinmarketcap.com/currencies/uma,No tags available for this,No tags available for this,2020-05-25,"['Synthetics', 'Polygon Ecosystem', 'Injective Ecosystem']",uma
84,OLT/USDT,2024-09-26,0.000839,12.466487935656833,-5.411499436302139,-5.411499436302139,-5.411499436302139,-5.836139169472499,-5.7303370786516785,54739.3666936584,1231.0,OLT/USDT,3.9,[],"['Interoperability', 'Staking']","['DPoS', 'Enterprise Solutions', 'DeFi', 'Interoperability', 'Smart Contracts', 'Staking', 'Wallet', 'Ethereum Ecosystem', 'BNB Smart Chain', 'Polygon Ecosystem']",https://coinmarketcap.com/currencies/oneledger,No tags available for this,No tags available for this,2018-07-12,No tags available for this,oneledger
714,ARTFI/USDT,2024-10-09,0.01295,-5.267008046817851,-5.267008046817851,-12.794612794612798,-21.799516908212553,-30.97014925373134,-5.267008046817851,29831.694929,,,,,,,,,,,,
488,BABYDOGE/USDT,2024-10-18,3.23e-09,14.013413342746198,-5.195186380980338,-5.195186380980338,-5.195186380980338,-5.195186380980338,-6.159209761766418,1669095.1624170564727277,6180.0,BABYDOGE/USDT,3.3,['Ethereum'],['Doggone Doggerel'],,https://coinmarketcap.com/currencies/babydoge-coin,No tags available for this,No tags available for this,2021-07-20,No tags available for this,babydoge-coin
321,GAFI/USDT,2024-09-26,2.946,-2.353331123632739,-5.181847441261668,-7.154112826977619,-7.3584905660377355,-13.530965658937477,-5.848513902205172,432188.9203472,283.0,GAFI/USDT,4.4,['BNB Smart Chain (BEP20)'],"['Launchpad', 'Metaverse', 'PolkaFoundry Red Kite', 'Play To Earn', 'Icetea Labs', 'Animoca Brands Portfolio', 'DWF Labs Portfolio']","['Marketplace', 'DeFi', 'Gaming', 'BNB Smart Chain', 'Launchpad', 'PolkaFoundry Red Kite', 'Play To Earn', 'Icetea Labs']",https://coinmarketcap.com/currencies/gamefi,No tags available for this,No tags available for this,2021-09-09,No tags available for this,gamefi
765,LOGX/USDT,2024-09-24,0.02664,-2.950819672131141,-5.094406840042753,-17.086834733893554,-27.450980392156865,,-6.722689075630246,14838.32032,,,,,,,,,,,,
669,ARC/USDT,2024-10-18,0.041,31.832797427652743,-5.0925925925925934,-5.0925925925925934,-5.0925925925925934,-5.0925925925925934,-10.8695652173913,108897.570327,2581.0,ARC/USDT,4.2,['Ethereum'],No tags available,"['AI & Big Data', 'DeFi', 'Zero Knowledge Proofs', 'DApp', 'Ethereum Ecosystem', 'Yield Farming', 'DEX', 'Software', 'Web3']",https://coinmarketcap.com/currencies/arc,No tags available,No tags available,2021-10-23,No tags available,arc
294,TRADE/USDT,2024-09-25,0.4627,0.26002166847236813,-4.89208633093525,-9.27450980392157,-14.441568047337269,-35.70038910505836,-6.638418079096042,74932.980862,668.0,TRADE/USDT,4.2,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon']","['DeFi', 'Lending & Borrowing', 'Real World Assets', 'DWF Labs Portfolio']",['Metaverse'],https://coinmarketcap.com/currencies/polytrade,No tags available for this,No tags available for this,2021-06-16,No tags available for this,polytrade
612,PMG/USDT,2024-09-29,0.0766,-3.526448362720399,-4.844720496894411,-15.545755237045206,-15.545755237045206,-44.12837345003647,-5.665024630541864,324102.74797267,2323.0,PMG/USDT,4.2,['BNB Smart Chain (BEP20)'],No tags available,,https://coinmarketcap.com/currencies/pomerium-ecosystem-token,No tags available,No tags available,2023-03-22,No tags available,pomerium-ecosystem-token
666,MASA/USDT,2024-10-01,0.07164,7.245508982035924,-4.784688995215318,-4.784688995215318,-5.83596214511041,-19.88369492283606,-5.250628223779925,43274.652029,,,,,,,,,,,,
520,LBR/USDT,2024-10-02,0.061,2.8667790893760543,-4.687500000000004,-4.836193447737918,-11.208151382823871,-22.09450830140485,-5.1321928460342106,7739.51616902,2354.0,LBR/USDT,3.6,"['Ethereum', 'Arbitrum']",No tags available,,https://coinmarketcap.com/currencies/lybra-finance,No tags available,No tags available,2023-04-24,No tags available,lybra-finance
141,DODO/USDT,2024-09-24,0.1193,-0.4173622704507516,-4.636290967226208,-4.636290967226208,-6.210691823899374,-22.48213125406108,-5.8405682715075,267981.60809051,358.0,DODO/USDT,3.7,"['Ethereum', 'Arbitrum', 'BNB Smart Chain (BEP20)', 'Near']","['Decentralized Exchange (DEX) Token', 'DeFi', 'Binance Launchpool', 'Coinbase Ventures Portfolio', 'Three Arrows Capital Portfolio', 'CMS Holdings Portfolio', 'DeFiance Capital Portfolio', 'Framework Ventures Portfolio', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'Exnetwork Capital Portfolio', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/dodo,No tags available for this,No tags available for this,2020-09-29,"['Arbitrum Ecosystem', 'BNB Chain']",dodo
177,POLS/USDT,2024-09-19,0.2844,1.2459950160199371,-4.595773230459574,-4.595773230459574,-7.990941442898738,-20.779944289693596,-6.385780118499021,28642.46328453,353.0,POLS/USDT,4.3,"['Ethereum', 'BNB Smart Chain (BEP20)']","['DeFi', 'Launchpad']",,https://coinmarketcap.com/currencies/polkastarter,No tags available for this,No tags available for this,2020-09-28,"['Polkadot', 'Polkadot Ecosystem', 'BNB Chain']",polkastarter
499,WLKN/USDT,2024-10-01,0.001118,4.291044776119406,-4.526046114432099,-7.296849087893861,-10.344827586206895,-28.60791826309067,-5.574324324324314,219801.7532256425,1182.0,WLKN/USDT,4.1,['Solana'],"['Move To Earn', 'DWF Labs Portfolio']","['Platform', 'Software', 'Web3']",https://coinmarketcap.com/currencies/walken,No tags available for this,No tags available for this,2022-03-14,['Solana Ecosystem'],walken
275,ISP/USDT,2024-09-27,0.0012093,1.6902119071644712,-4.4786729857819925,-7.736324101625085,-7.736324101625085,-16.588494964822736,-5.913016416400849,137559.21394333286,1214.0,ISP/USDT,4.0,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon']",['Metaverse'],"['Education', 'Platform', 'VR/AR', 'AI & Big Data', 'Gaming', 'Interoperability', 'Ethereum Ecosystem', 'Metaverse', 'DAO Maker', 'Polygon Ecosystem', 'Play To Earn', 'Web3', 'BNB Chain']",https://coinmarketcap.com/currencies/ispolink,No tags available for this,No tags available for this,2021-05-17,"['Polygon Ecosystem', 'BNB Chain']",ispolink
341,MTS/USDT,2024-09-28,0.002687,-3.5880875493361977,-4.445234708392592,-7.376766632195787,-12.56101529450049,-27.260422306442873,-5.420626539950723,60035.3774314068,3365.0,MTS/USDT,3.9,['BNB Smart Chain (BEP20)'],"['Collectibles & NFTs', 'Metaverse', 'Play To Earn']",,https://coinmarketcap.com/currencies/metastrike,No tags available for this,No tags available for this,2021-12-14,['BNB Chain'],metastrike
412,WELL/USDT,2024-10-18,0.056391,13.36469452988359,-4.410692794060313,-4.410692794060313,-4.410692794060313,-4.410692794060313,-4.422033898305085,346345.5744573067,2528.0,WELL/USDT,3.5,['Moonbeam'],No tags available,['Base Ecosystem'],https://coinmarketcap.com/currencies/moonwell-artemis,No tags available,No tags available,2022-06-23,No tags available,moonwell-artemis
658,MEW/USDT,2024-10-18,0.00916,6.387921022067365,-4.354181894121339,-4.354181894121339,-4.354181894121339,-4.354181894121339,-6.310729262554972,4285537.001453,,,,,,,,,,,,
307,NGC/USDT,2024-09-19,0.015464,4.479427065738804,-4.324692198230527,-12.121384326873905,-16.846803247835666,-30.60803230872784,-9.184871975569656,3134.7470403145,3293.0,NGC/USDT,3.7,['Ethereum'],"['Centralized Exchange (CEX) Token', 'Alleged SEC Securities']","['Platform', 'Centralized Exchange (CEX) Token', 'Discount Token', 'Wallet']",https://coinmarketcap.com/currencies/naga,No tags available for this,No tags available for this,2017-12-23,No tags available for this,naga
87,SHR/USDT,2024-09-23,0.001202,-3.6086607858861357,-4.299363057324842,-12.262773722627736,-17.046238785369223,-21.998702141466588,-4.980237154150207,65216.8479040717,1186.0,SHR/USDT,3.6,"['BNB Beacon Chain (BEP2)', 'Ethereum']",No tags available,,https://coinmarketcap.com/currencies/sharetoken,No tags available,No tags available,2019-11-26,No tags available,sharetoken
648,MPC/USDT,2024-09-29,0.0959,-3.7148594377509987,-4.291417165668661,-8.05369127516779,-8.05369127516779,-23.88888888888889,-4.291417165668661,29216.447004,,,,,,,,,,,,
143,BAX/USDT,2024-10-11,6.661e-05,-2.1735937729475587,-4.24094307073031,-7.305872529919295,-29.95057314123462,-31.786994367639533,-4.309725614135907,14904.720656612765,914.0,BAX/USDT,3.8,['Ethereum'],['Platform'],,https://coinmarketcap.com/currencies/babb,No tags available for this,No tags available for this,2018-03-09,No tags available for this,babb
24,TOKO/USDT,2024-09-27,0.0005727,-2.2195663308861175,-4.21475163070747,-11.905860636825109,-11.905860636825109,-30.816622372553752,-4.6770972037283585,16992.16387001956,1560.0,TOKO/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)']",['DWF Labs Portfolio'],,https://coinmarketcap.com/currencies/tokoin,No tags available for this,No tags available for this,2019-08-28,No tags available for this,tokoin
764,RBTC1/USDT,2024-09-23,3.932e-06,2.5026068821689154,-4.167682183767988,-4.167682183767988,-7.1546635182998894,,-6.93491124260356,800485.223108804,,,,,,,,,,,,
117,ZEE/USDT,2024-10-01,0.00669,-3.741007194244602,-4.15472779369628,-5.240793201133152,-14.885496183206119,-47.85658612626656,-4.428571428571434,21015.677527733,1342.0,ZEE/USDT,3.8,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon', 'Avalanche C-Chain']","['DeFi', 'Launchpad', 'Exnetwork Capital Portfolio']","['Platform', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Smart Contracts', 'Staking', 'Ethereum Ecosystem', 'Binance Coin', 'Binance Chain', 'BNB Smart Chain', 'DEX', 'Launchpad', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Play To Earn', 'Web3', 'BNB Chain']",https://coinmarketcap.com/currencies/zeroswap,No tags available for this,No tags available for this,2020-10-18,"['Polygon Ecosystem', 'BNB Chain']",zeroswap
181,ZCX/USDT,2024-10-01,0.07753,-0.9960413740263093,-4.153789096303624,-8.019931189939497,-12.681608289221751,-29.862493215125745,-6.115282150641801,87541.84612648,2429.0,ZCX/USDT,4.1,['Ethereum'],"['Exnetwork Capital Portfolio', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/unizen,No tags available for this,No tags available for this,2021-04-16,No tags available for this,unizen
741,L3/USDT,2024-09-27,0.05589,-0.19642857142856962,-4.08443452891711,-13.200807578816587,-13.268156424580999,-27.16966379984363,-4.330708661417319,259087.458669,,,,,,,,,,,,
185,IOI/USDT,2024-09-29,0.01508,0.466355762824776,-4.071246819338432,-16.685082872928188,-16.685082872928188,-31.047096479195247,-6.971005552128311,4529.290563606,1717.0,IOI/USDT,3.8,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon']","['Collectibles & NFTs', 'DAO Maker']","['Marketplace', 'Collectibles & NFTs', 'Gaming', 'Entertainment', 'Ethereum Ecosystem', 'Binance Chain', 'Metaverse', 'Play To Earn']",https://coinmarketcap.com/currencies/trade-race-manager,No tags available for this,No tags available for this,2021-06-05,['BNB Chain'],trade-race-manager
773,FTON/USDT,2024-10-01,0.00926,-2.731092436974806,-4.041450777202087,-4.041450777202087,-28.16136539953453,,-4.830421377183984,95145.3163919,,,,,,,,,,,,
32,NWC/USDT,2024-09-27,0.07,-0.4267425320056824,-3.9780521262002737,-3.9780521262002737,-4.761904761904748,-22.39467849223946,-7.894736842105251,33148.158521,947.0,NWC/USDT,3.3,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Stellar']",['Metaverse'],,https://coinmarketcap.com/currencies/newscrypto,No tags available for this,No tags available for this,2019-11-06,"['Ethereum Ecosystem', 'Stellar', 'BNB Chain']",newscrypto
630,BBL/USDT,2024-09-27,0.00652,0.1536098310291796,-3.976435935198826,-9.82019363762103,-12.600536193029491,-46.33744855967078,-5.780346820809251,47953.265787588,4459.0,BBL/USDT,3.1,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/blockblend,No tags available,No tags available,2022-04-06,No tags available,blockblend
204,LITH/USDT,2024-09-26,0.000182,22.641509433962266,-3.957783641160946,-3.957783641160946,-3.957783641160946,-14.393226716839127,-7.56729304215337,158652.93060815166,1234.0,LITH/USDT,4.1,['Ethereum'],"['Collectibles & NFTs', 'PetRock Capital Portfolio', 'OKEx Blockdream Ventures Portfolio']",,https://coinmarketcap.com/currencies/lithium,No tags available for this,No tags available for this,2021-06-20,['Injective Ecosystem'],lithium
596,NEON/USDT,2024-10-16,0.449,0.38005812653700755,-3.9366709456568194,-13.21994588326246,-13.21994588326246,-13.21994588326246,-4.223549488054604,46134.42240745,507.0,NEON/USDT,3.3,[],['Interoperability'],,https://coinmarketcap.com/currencies/neon,No tags available for this,No tags available for this,2023-07-18,['Solana Ecosystem'],neon
701,OPEN/USDT,2024-09-28,0.007738,-2.371940449154689,-3.899652260307999,-11.1697853288945,-12.247675209798134,-40.16393442622952,-4.70443349753695,37573.733856,3961.0,OPEN/USDT,3.5,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/open-platform,No tags available,No tags available,2018-05-22,No tags available,open-platform
