,Token,ATH date,Price,24hr change,24 hrs High,3 days High,7 days High,30 days High,24 hrs Wick High,24 hrs Volume,cmc_rank,symbol,ratings,contract_address,CATEGORY,self_reported_tags,url,ALGORITHM,OTHERS,date_added,PLATFORM,slug
150,STND/USDT,2024-09-18,0.014215,6.831504584398017,-0.7263077030518885,-4.859112509202859,-4.859112509202859,-18.29990229323525,-0.7332402234636816,59100.5653924537,1805.0,STND/USDT,3.9,"['Ethereum', 'Polygon', 'Shiden', 'Metis Andromeda']","['DeFi', 'Oracles', 'Asset-Backed Stablecoin', 'DAO', 'Substrate', 'Rebase', 'Governance', 'CMS Holdings Portfolio']","['Ethereum Ecosystem', 'Polygon Ecosystem']",https://coinmarketcap.com/currencies/standard-protocol,No tags available for this,No tags available for this,2021-04-15,"['Ethereum Ecosystem', 'Polkadot Ecosystem', 'Polygon Ecosystem']",standard-protocol
445,NAVI/USDT,2024-09-28,0.12401,-0.7205187735169306,-0.7205187735169306,-4.224590670373815,-4.224590670373815,-26.17134012025958,-3.419003115264791,105258.400637914,1521.0,NAVI/USDT,3.3,['Chiliz'],"['Fan Token', 'Soccer']",,https://coinmarketcap.com/currencies/natus-vincere-fan-token,No tags available for this,No tags available for this,2021-01-27,No tags available for this,natus-vincere-fan-token
48,MKR/USDT,2024-09-28,1211.06,0.5379468362416792,-0.7148830116906351,-8.774123566898174,-15.591457804789655,-29.19972172367629,-0.7514976684723431,210880.430971,58.0,MKR/USDT,4.5,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Avalanche C-Chain']","['Store Of Value', 'DeFi', 'DAO', 'Polychain Capital Portfolio', 'Governance', 'Lending & Borrowing', 'DragonFly Capital Portfolio', 'Electric Capital Portfolio', 'a16z Portfolio', '1Confirmation Portfolio', 'Placeholder Ventures Portfolio', 'Pantera Capital Portfolio', 'Paradigm Portfolio', 'Spartan Group', 'Real World Assets', 'Standard Crypto Portfolio']",,https://coinmarketcap.com/currencies/maker,No tags available for this,No tags available for this,2017-01-29,"['Near Protocol Ecosystem', 'Arbitrum Ecosystem', 'BNB Chain']",maker
696,NOT/USDT,2024-09-27,0.0081861,5.0159715718849,-0.7083510218933848,-5.387069184716032,-10.77917406894748,-22.35438067324929,-1.0133133411528579,3082233.523933768845214,,,,,,,,,,,,
673,MERL/USDT,2024-09-27,0.299,10.047846889952151,-0.697442710063099,-0.697442710063099,-0.697442710063099,-14.080459770114938,-2.0314547837483743,223887.481392,,,,,,,,,,,,
194,DFYN/USDT,2024-10-01,0.00714,-0.27932960893854825,-0.6954102920723305,-3.903095558546438,-6.910039113428946,-17.361111111111114,-0.9708737864077756,20508.449718206,1106.0,DFYN/USDT,3.0,"['Ethereum', 'Polygon']",['AMM'],"['Decentralized Exchange (DEX) Token', 'DeFi', 'Prediction Markets', 'DApp', 'AMM', 'DEX', 'LP Tokens', 'Polkastarter']",https://coinmarketcap.com/currencies/dfyn-network,No tags available for this,No tags available for this,2021-04-30,"['Algorand Ecosystem', 'Arbitrum Ecosystem']",dfyn-network
132,XYM/USDT,2024-09-27,0.0144,0.3484320557491268,-0.6896551724138009,-1.3022618231665588,-4.25531914893617,-15.244261330194242,-0.9628610729023468,4101.655105161,240.0,XYM/USDT,4.0,[],['PoS+'],,https://coinmarketcap.com/currencies/symbol,No tags available for this,No tags available for this,2021-03-03,No tags available for this,symbol
193,NEAR/USDT,2024-09-26,4.8844,3.3472980407092354,-0.6892625500681138,-3.5599344482397752,-5.5497544185326975,-16.42312035864617,-1.2554331345395742,2085556.46100192,36.0,NEAR/USDT,4.1,['BNB Smart Chain (BEP20)'],"['Platform', 'Staking', 'Coinbase Ventures Portfolio', 'Three Arrows Capital Portfolio', 'Arrington XRP Capital Portfolio', 'Coinfund Portfolio', 'Electric Capital Portfolio', 'Fabric Ventures Portfolio', 'Kenetic Capital Portfolio', 'Circle Ventures Portfolio', 'SEC Security Token', 'Alleged SEC Securities']",['AI & Big Data'],https://coinmarketcap.com/currencies/near-protocol,No tags available for this,No tags available for this,2020-08-11,"['Near Protocol Ecosystem', 'Injective Ecosystem']",near-protocol
206,MTL/USDT,2024-09-22,0.9737,2.214990552173001,-0.6833945328437412,-2.307615129928767,-2.307615129928767,-13.831858407079636,-0.6833945328437412,8012.72173411,333.0,MTL/USDT,3.8,['Ethereum'],No tags available for this,,https://coinmarketcap.com/currencies/metal,No tags available for this,No tags available for this,2017-07-09,No tags available for this,metal
745,BN/USDT,2024-09-20,0.00366,-0.5164446860559913,-0.6784260515603758,-1.0543390105433894,-10.095799557848192,-21.442369607211845,-0.9204114780725432,97138.988897,,,,,,,,,,,,
227,GTC/USDT,2024-10-15,0.6756,3.5402298850574727,-0.6762716847985958,-1.7737714451875528,-5.338377469525014,-5.338377469525014,-1.7737714451875528,28715.21250573,404.0,GTC/USDT,3.7,"['Ethereum', 'Near']","['DAO', 'Paradigm Portfolio']",,https://coinmarketcap.com/currencies/gitcoin,No tags available for this,No tags available for this,2021-05-25,No tags available for this,gitcoin
311,EPIK/USDT,2024-09-28,0.004741,3.0652173913043588,-0.6704378797402034,-1.3319458896982272,-1.3319458896982272,-14.453265968964265,-1.8223234624145692,60844.9729209762,711.0,EPIK/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Collectibles & NFTs', 'Metaverse', 'Animoca Brands Portfolio']","['Collectibles & NFTs', 'Social Token', 'Metaverse', 'DAO Maker', 'Animoca Brands Portfolio']",https://coinmarketcap.com/currencies/epik-prime,No tags available for this,No tags available for this,2021-05-25,No tags available for this,epik-prime
124,POLK/USDT,2024-10-01,0.01488,3.4770514603616167,-0.6675567423230934,-2.040816326530609,-6.5913370998116685,-24.69635627530364,-2.3622047244094437,110247.800606183,1136.0,POLK/USDT,4.1,['Ethereum'],"['DeFi', 'Prediction Markets', 'Polkastarter']",,https://coinmarketcap.com/currencies/polkamarkets,No tags available for this,No tags available for this,2021-02-24,"['Polkadot', 'Polygon Ecosystem']",polkamarkets
248,DEXE/USDT,2024-09-27,8.4633,1.724801076948959,-0.6666588420323597,-3.3196632358148888,-5.3512715560625415,-9.30202651291889,-0.8876813715731072,4603.53197708,269.0,DEXE/USDT,no rating found,"['Ethereum', 'BNB Smart Chain (BEP20)']","['DeFi', 'DAO']",,https://coinmarketcap.com/currencies/dexe,No tags available for this,No tags available for this,2020-10-07,['BNB Chain'],dexe
501,SUIA/USDT,2024-10-12,0.08228,4.48253968253969,-0.6640106241699806,-7.467386414754829,-27.50022028372543,-27.50022028372543,-1.0700973908861224,5462.923748556,2941.0,SUIA/USDT,3.3,['Sui Network'],No tags available for this,,https://coinmarketcap.com/currencies/suia,No tags available for this,No tags available for this,2023-05-18,['SUI Ecosystem'],suia
568,SEAM/USDT,2024-09-26,1.2071,-0.15715467328370658,-0.6583820261706861,-3.8626951258362525,-6.563975539902469,-51.51819423246846,-1.114114852134008,9880.73755464,2353.0,SEAM/USDT,no rating found,"['Base', 'Ethereum']","['DeFi', 'Lending & Borrowing', 'Liquid Staking Derivatives']",,https://coinmarketcap.com/currencies/seamless,No tags available for this,No tags available for this,2023-12-11,"['Ethereum Ecosystem', 'Base Ecosystem']",seamless
495,PEPE/USDT,2024-09-29,1.061e-05,7.825203252032514,-0.6554307116104807,-0.6554307116104807,-3.3697632058287783,-9.625212947189093,-1.1183597390493993,12277879.4077923693629731,92.0,PEPE/USDT,4.2,['Ethereum'],No tags available for this,"['Art', 'Store Of Value']",https://coinmarketcap.com/currencies/pepe,No tags available for this,No tags available for this,2023-04-17,No tags available for this,pepe
261,JASMY/USDT,2024-09-27,0.019295,2.116962159301408,-0.6538976418494422,-4.304914943212819,-7.965657047460059,-24.160836412231742,-0.7305654164737344,1537726.5774232709,148.0,JASMY/USDT,4.2,['Ethereum'],['DWF Labs Portfolio'],,https://coinmarketcap.com/currencies/jasmy,No tags available for this,No tags available for this,2021-02-11,['Ethereum Ecosystem'],jasmy
558,BONK/USDT,2024-10-01,2.3669e-05,4.540435493131934,-0.6464341182890436,-4.648914313338434,-4.648914313338434,-8.408791889172669,-1.6210150047799217,1264965.00050877863095036,51.0,BONK/USDT,3.7,['Solana'],['Doggone Doggerel'],"['Decentralized Exchange (DEX) Token', 'DeFi', 'Staking', 'DAO', 'Ethereum Ecosystem', 'DEX', 'Avalanche Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Injective Ecosystem', 'BNB Chain', 'Aptos Ecosystem', 'SUI Ecosystem', 'Osmosis Ecosystem', 'DWF Labs Portfolio']",https://coinmarketcap.com/currencies/bonk1,No tags available for this,No tags available for this,2022-12-30,['Solana Ecosystem'],bonk1
81,VET/USDT,2024-09-28,0.02309,3.3572068039391256,-0.6454388984509501,-1.6609880749574166,-3.267700041893588,-14.291017074981438,-1.1981172443303338,292027.800136,37.0,VET/USDT,4.2,[],"['Smart Contracts', 'Fenbushi Capital Portfolio']","['PoA', 'Platform', 'VeChain', 'Layer 1']",https://coinmarketcap.com/currencies/vechain,No tags available for this,No tags available for this,2017-08-22,No tags available for this,vechain
527,AIEPK/USDT,2024-09-25,0.005398,4.188380621501644,-0.6442113013068342,-8.446404341926733,-8.446404341926733,-28.503311258278146,-6.528138528138523,49546.5504185805,3604.0,AIEPK/USDT,3.5,['Ethereum'],"['Storage', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/epik-protocol,No tags available for this,No tags available for this,2021-05-03,No tags available for this,epik-protocol
0,AVA/USDT,2024-09-27,0.4938,2.151427389325615,-0.6438631790744428,-3.0243519245875823,-5.763358778625955,-12.415750266051784,-0.6438631790744428,26003.059574,628.0,AVA/USDT,3.3,['Ethereum'],['Tourism'],"['Hospitality', 'Retail', 'Services', 'Loyalty', 'Discount Token', 'E-commerce', 'Payments', 'Ethereum Ecosystem', 'Binance Labs Portfolio', 'Tourism', 'Token']",https://coinmarketcap.com/currencies/ava,No tags available for this,No tags available for this,2018-05-28,"['Fantom Ecosystem', 'BNB Chain']",ava
196,CFG/USDT,2024-09-27,0.3287,1.5132798023471328,-0.6348246674727904,-3.095518867924531,-5.816618911174781,-18.839506172839513,-2.3760023760023783,68618.06089802,153.0,CFG/USDT,no rating found,[],"['Substrate', 'Real World Assets', 'SEI Ecosystem']",,https://coinmarketcap.com/currencies/centrifuge,No tags available for this,No tags available for this,2020-08-28,"['Ethereum Ecosystem', 'Polkadot', 'Polkadot Ecosystem']",centrifuge
305,POLC/USDT,2024-09-27,0.006299,3.584936688044735,-0.631014355576591,-2.9878330509779722,-6.957163958641065,-20.727410017618926,-0.9591194968553504,2809.807798623,2578.0,POLC/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Collectibles & NFTs', 'Metaverse']",['Play To Earn'],https://coinmarketcap.com/currencies/polkacity,No tags available for this,No tags available for this,2021-02-22,['Polkadot'],polkacity
168,DAPPX/USDT,2024-09-28,0.004271,-0.6281991624011195,-0.6281991624011195,-4.962171784601694,-9.531878839228993,-40.49874616884927,-1.22571692876966,92736.2638719527,1586.0,DAPPX/USDT,3.7,['Ethereum'],No tags available,"['Platform', 'Gaming', 'Entertainment', 'DApp', 'Software', 'Web3']",https://coinmarketcap.com/currencies/dappstore,No tags available,No tags available,2021-06-09,No tags available,dappstore
79,TRX/USDT,2024-10-12,0.1591,-0.4380475594493155,-0.6246096189881329,-0.8722741433021883,-2.928615009151921,-2.928615009151921,-0.6866416978776639,2407649.196835,11.0,TRX/USDT,4.0,"['BNB Smart Chain (BEP20)', 'Tron20', 'Ethereum']","['DWF Labs Portfolio', 'SEC Security Token', 'Alleged SEC Securities']",,https://coinmarketcap.com/currencies/tron,No tags available for this,No tags available for this,2017-09-13,['TRON Ecosystem'],tron
172,PYR/USDT,2024-09-27,2.5864,2.7286809389522086,-0.6224544686083145,-3.1056831379013214,-6.886992835799403,-17.832067859071707,-0.7635345125273472,586505.27865037,247.0,PYR/USDT,4.2,"['Ethereum', 'Polygon']","['Collectibles & NFTs', 'Metaverse', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/vulcan-forged-pyr,No tags available for this,No tags available for this,2021-04-19,No tags available for this,vulcan-forged-pyr
239,CTSI/USDT,2024-09-28,0.1278,1.995211492418198,-0.6220839813374768,-3.6925395629239,-6.236243580337496,-13.823331085637216,-0.853374709076796,11712.94825878,288.0,CTSI/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon', 'Avalanche C-Chain', 'Optimism', 'Arbitrum']","['Platform', 'Scaling', 'Smart Contracts', 'Staking', 'DApp', 'Rollups', 'Sidechain', 'Binance Launchpad', 'Binance Labs Portfolio', 'Modular Blockchain']",['Smart Contracts'],https://coinmarketcap.com/currencies/cartesi,['PoS'],No tags available for this,2020-04-23,"['Cosmos Ecosystem', 'Ethereum Ecosystem', 'BNB Smart Chain', 'Arbitrum Ecosystem', 'Injective Ecosystem', 'BNB Chain', 'Optimism Ecosystem']",cartesi
213,XPR/USDT,2024-09-20,0.0008013,0.8051327210969994,-0.620116581917402,-1.378461538461532,-1.378461538461532,-10.837876933348166,-0.9395475336877201,248320.23439218742,673.0,XPR/USDT,2.7,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Wallet', 'AMM', 'DEX', 'Governance', 'DWF Labs Portfolio']","['DPoS', 'Platform', 'Collectibles & NFTs', 'DeFi', 'Identity', 'Payments', 'Smart Contracts', 'Staking', 'Wallet', 'Ethereum Ecosystem', 'Yield Farming', 'AMM', 'DEX', 'Fiat', 'LP Tokens', 'Lending & Borrowing', 'Web3', 'BNB Chain']",https://coinmarketcap.com/currencies/proton,No tags available for this,No tags available for this,2020-04-06,['BNB Chain'],proton
344,AMP/USDT,2024-09-29,0.003859,1.3925380977404125,-0.6180788050476475,-1.6564729867482257,-4.409214763438191,-13.591580832960148,-0.7203498842294781,14092.6267726706,250.0,AMP/USDT,3.6,"['Ethereum', 'Solana', 'Near']","['SEC Security Token', 'Alleged SEC Securities']",,https://coinmarketcap.com/currencies/amp,No tags available for this,No tags available for this,2020-09-08,No tags available for this,amp
436,APT/USDT,2024-10-15,10.0268,1.205159779558702,-0.6145428594084644,-4.234876124620356,-5.556340482447466,-5.556340482447466,-1.5822536317236051,1859023.46566102,33.0,APT/USDT,4.0,['Aptos'],"['Binance Labs Portfolio', 'Circle Ventures Portfolio', 'Layer 1', 'FTX Bankruptcy Estate ']",['SUI Ecosystem'],https://coinmarketcap.com/currencies/aptos,No tags available for this,No tags available for this,2022-10-19,['Aptos Ecosystem'],aptos
26,SXP/USDT,2024-09-20,0.2599,2.3631350925561265,-0.6118546845124245,-0.8015267175572484,-13.539587491683285,-26.269503546099283,-0.7257448433918859,80254.32881932,179.0,SXP/USDT,no rating found,[],"['DeFi', 'Wallet', 'Binance Labs Portfolio', 'Alameda Research Portfolio']","['DPoS', 'Platform', 'IoT', 'Payments', 'Smart Contracts', 'Staking', 'Metaverse', 'Web3']",https://coinmarketcap.com/currencies/sxp,No tags available for this,No tags available for this,2019-08-26,['BNB Chain'],sxp
301,CREAM/USDT,2024-09-21,15.437,-0.5219744812475917,-0.6116404841617348,-4.944581280788172,-6.938750904268155,-27.93520377199944,-1.4303045782517092,20706.6420697,612.0,CREAM/USDT,3.4,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Gnosis Chain', 'Fantom', 'Solana', 'Near']","['DeFi', 'DAO', 'AMM', 'Yearn Partnerships', 'Governance', 'Lending & Borrowing', 'Alameda Research Portfolio']","['DeFi', 'Staking', 'DAO', 'Ethereum Ecosystem', 'Yield Farming', 'BNB Smart Chain', 'Yearn Partnerships', 'Governance', 'Lending & Borrowing', 'ETH 2.0 Staking', 'Polygon Ecosystem', 'Fantom Ecosystem']",https://coinmarketcap.com/currencies/cream-finance,No tags available for this,No tags available for this,2020-08-04,"['Fantom Ecosystem', 'Arbitrum Ecosystem', 'BNB Chain']",cream-finance
23,ONE/USDT,2024-09-28,0.013975,6.695678729577029,-0.6116207951070407,-0.6116207951070407,-2.0604106804961866,-8.707865168539332,-1.159912299313961,170664.9327611484,188.0,ONE/USDT,4.3,[],"['Platform', 'Scaling', 'Smart Contracts', 'Binance Launchpad', 'Binance Labs Portfolio', 'Hashkey Capital Portfolio']",,https://coinmarketcap.com/currencies/harmony,No tags available for this,No tags available for this,2019-06-01,"['Harmony Ecosystem', 'Injective Ecosystem', 'BNB Chain']",harmony
447,BDX/USDT,2024-10-15,0.07683,0.40512284370098123,-0.6080206985769706,-1.1832797427652788,-4.022485946283574,-4.022485946283574,-1.1069635731754406,2444809.308817576,228.0,BDX/USDT,4.1,['BNB Smart Chain (BEP20)'],"['Privacy', 'Masternodes', 'DWF Labs Portfolio']","['PoS', 'DApp']",https://coinmarketcap.com/currencies/beldex,No tags available for this,No tags available for this,2019-06-07,No tags available for this,beldex
743,MAX/USDT,2024-09-20,0.28756,-0.15971113117145197,-0.6048874909266978,-0.9847806624888193,-3.7456066945606805,-14.197051978277738,-0.6563946659296666,487289.503532,1493.0,MAX/USDT,3.6,['Ethereum'],['Centralized Exchange (CEX) Token'],,https://coinmarketcap.com/currencies/max-exchange-token,No tags available for this,No tags available for this,2020-07-14,No tags available for this,max-exchange-token
147,HAI/USDT,2024-10-12,0.04643,3.154854476782932,-0.5994433740098533,-1.7978003384094827,-9.245504300234556,-9.245504300234556,-0.9810194071230584,30873.683402099,689.0,HAI/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)', 'VeChain']","['Smart Contracts', 'Hacken Foundation']","['Cybersecurity', 'Education', 'Government', 'Discount Token', 'Privacy', 'Research', 'Smart Contracts', 'Staking', 'DAO', 'Wallet', 'Web3']",https://coinmarketcap.com/currencies/hackenai,No tags available for this,No tags available for this,2020-05-13,['BNB Chain'],hackenai
157,KDA/USDT,2024-09-19,0.5972,5.568322432384652,-0.5992010652463462,-0.5992010652463462,-1.6792887718143066,-14.649135343718742,-2.0019691499836068,274434.45838783,198.0,KDA/USDT,no rating found,[],"['Platform', 'Smart Contracts', 'Coinfund Portfolio', 'Multicoin Capital Portfolio', 'Layer 1', 'Kadena Ecosystem']","['PoW', 'Platform', 'DeFi', 'Scaling', 'Smart Contracts', 'Coinfund Portfolio']",https://coinmarketcap.com/currencies/kadena,"['PoW', 'Blake2S']",['Mineable'],2020-05-31,No tags available for this,kadena
684,KMNO/USDT,2024-10-10,0.095057,4.4697219474667556,-0.5991843563735272,-0.5991843563735272,-4.0371103214343425,-9.476420844126162,-0.7175384358288699,50180.225672,,,,,,,,,,,,
569,FINC/USDT,2024-09-22,0.03653,4.460966542750926,-0.5986394557823074,-5.3626943005181404,-6.020066889632111,-12.586743240009573,-1.3236088600756277,7858.03292139,,,,,,,,,,,,
118,MASK/USDT,2024-10-02,2.2765,1.9663172982173172,-0.5982010304776895,-1.7988094211025825,-6.765777941598068,-10.328120691692598,-0.7628596338273789,112764.91760964,158.0,MASK/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon']","['Collectibles & NFTs', 'Metaverse', 'Animoca Brands Portfolio', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/mask-network,No tags available for this,No tags available for this,2021-02-21,"['Ethereum Ecosystem', 'Polygon Ecosystem', 'Injective Ecosystem', 'BNB Chain']",mask-network
34,VRA/USDT,2024-09-22,0.00301,1.6548463356973995,-0.594451783355343,-5.760801502817774,-7.612031921424185,-27.399903521466477,-0.7910349373763914,804679.924744,413.0,VRA/USDT,3.7,['Ethereum'],"['Collectibles & NFTs', 'Staking', 'Metaverse']","['PoS', 'AI & Big Data', 'Staking', 'Video', 'Ethereum Ecosystem']",https://coinmarketcap.com/currencies/verasity,No tags available for this,No tags available for this,2019-04-03,No tags available for this,verasity
544,PYTH/USDT,2024-09-30,0.3503,3.6022713829409754,-0.593092880047669,-3.3815092674315954,-3.3815092674315954,-7.249523406058042,-0.8519430528431158,311772.713325688,2225.0,PYTH/USDT,4.2,['Solana'],['Oracles'],,https://coinmarketcap.com/currencies/pyth-network,No tags available for this,No tags available for this,2023-11-20,['Solana Ecosystem'],pyth-network
121,GAS/USDT,2024-10-16,4.3957,1.8301016980563796,-0.5902573612556076,-5.829298598911693,-5.829298598911693,-5.829298598911693,-0.603744573082488,11103.09989082,112.0,GAS/USDT,3.9,['Neo'],['Smart Contracts'],,https://coinmarketcap.com/currencies/gas,No tags available for this,No tags available for this,2017-07-06,No tags available for this,gas
27,AKRO/USDT,2024-09-21,0.0042479,1.6852184320766004,-0.5874093142990902,-1.5869706236678711,-4.65298976476927,-10.945492662473798,-0.6362424270777446,15780.94661023603,662.0,AKRO/USDT,4.3,"['Ethereum', 'Solana', 'Gnosis Chain']","['DeFi', 'DAO', 'Substrate', 'Yield Aggregator', 'Yearn Partnerships', 'Kenetic Capital Portfolio', 'LedgerPrime Portfolio', 'Alameda Research Portfolio', 'Spartan Group']",,https://coinmarketcap.com/currencies/akropolis,No tags available for this,No tags available for this,2019-07-19,['Polkadot Ecosystem'],akropolis
451,RPL/USDT,2024-09-28,11.85,8.021877848678203,-0.5872483221476533,-0.5872483221476533,-0.5872483221476533,-3.4229828850855744,-1.7412935323383154,138593.60199606,101.0,RPL/USDT,3.7,['Ethereum'],"['DeFi', 'Liquid Staking Derivatives']",,https://coinmarketcap.com/currencies/rocket-pool,No tags available for this,No tags available for this,2018-07-17,No tags available for this,rocket-pool
423,RVN/USDT,2024-09-28,0.01703,4.864532019704428,-0.5837711617046082,-1.5606936416184938,-3.293583191368544,-11.944157187176833,-0.8153756552125873,26751.781392155,156.0,RVN/USDT,4.1,[],['Platform'],"['Asset Management', 'Atomic Swaps', 'DeFi']",https://coinmarketcap.com/currencies/ravencoin,['PoW'],['Mineable'],2018-03-10,No tags available for this,ravencoin
588,RAY/USDT,2024-10-18,2.171,4.184662635569619,-0.5770287598461434,-0.5770287598461434,-0.5770287598461434,-0.5770287598461434,-1.183431952662733,272799.7323466,189.0,RAY/USDT,no rating found,"['Solana', 'BNB Smart Chain (BEP20)']","['Decentralized Exchange (DEX) Token', 'DeFi', 'AMM', 'DEX', 'PetRock Capital Portfolio']",,https://coinmarketcap.com/currencies/raydium,No tags available for this,No tags available for this,2021-02-19,['Solana Ecosystem'],raydium
757,CATI/USDT,2024-09-20,0.43253,5.487403360729708,-0.5746730110566965,-0.8890722027451238,-10.443712860012006,,-1.435635667570579,470900.996463,,,,,,,,,,,,
659,ZEUS/USDT,2024-09-27,0.2597,4.381028938906749,-0.5742725880551307,-5.529283375773006,-14.091961627522338,-26.947960618846693,-0.7262996941896073,59580.703453,,,,,,,,,,,,
728,XR/USDT,2024-09-26,0.2441,0.6597938144329972,-0.5702647657841078,-0.6107491856677529,-5.570599613152803,-24.660493827160494,-9.492028179458652,274103.120374,,,,,,,,,,,,
498,KARATE/USDT,2024-09-28,0.000718,0.4898530440867783,-0.5677883949591532,-10.81853185939635,-15.82649472450176,-16.463059918557306,-0.8834897846493714,11733.30403318353,2675.0,KARATE/USDT,no rating found,"['Ethereum', 'Hedera Hashgraph']",No tags available for this,,https://coinmarketcap.com/currencies/karate-combat,No tags available for this,No tags available for this,2023-05-12,['Hedera Hashgraph Ecosystem'],karate-combat
642,AEVO/USDT,2024-09-27,0.353,4.437869822485195,-0.5633802816901414,-5.361930294906172,-6.366047745358096,-20.4954954954955,-0.842696629213484,52714.94528,,,,,,,,,,,,
102,CRV/USDT,2024-09-28,0.2655,2.6682134570765728,-0.5617977528089892,-0.5617977528089892,-2.818448023426056,-17.21234798877455,-0.5617977528089892,299323.7339457,95.0,CRV/USDT,3.8,"['Ethereum', 'Gnosis Chain', 'Fantom', 'Solana', 'Arbitrum']","['Decentralized Exchange (DEX) Token', 'DeFi', 'DAO', 'Yield Farming', 'AMM', 'Governance', 'Framework Ventures Portfolio', 'Alameda Research Portfolio', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/curve-dao-token,No tags available for this,No tags available for this,2020-08-14,"['Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Optimism Ecosystem']",curve-dao-token
474,MINA/USDT,2024-09-30,0.5676,1.2125534950071377,-0.5606166783461775,-2.356786512988138,-6.0109289617486334,-9.77587029089175,-1.1666376458297125,179101.4729341,79.0,MINA/USDT,3.9,[],"['Zero Knowledge Proofs', 'Staking', 'Coinbase Ventures Portfolio', 'Three Arrows Capital Portfolio', 'Polychain Capital Portfolio']",,https://coinmarketcap.com/currencies/mina,['PoS'],No tags available for this,2021-03-02,No tags available for this,mina
624,STRK/USDT,2024-09-27,0.40691,3.135296801338265,-0.5596285434995147,-4.745072334847139,-8.864700217250107,-18.407491327625273,-0.5596285434995147,223697.6882219,489.0,STRK/USDT,4.2,['Ethereum'],['DeFi'],,https://coinmarketcap.com/currencies/strike,No tags available for this,No tags available for this,2021-03-22,No tags available for this,strike
263,SCLP/USDT,2024-09-18,0.16,4.3705153294194465,-0.5593536357986229,-8.675799086757987,-8.675799086757987,-34.15637860082304,-4.705181655747463,48709.77709832,901.0,SCLP/USDT,3.9,['BNB Smart Chain (BEP20)'],"['DeFi', 'Yield Farming']",,https://coinmarketcap.com/currencies/scallop,No tags available for this,No tags available for this,2021-10-12,['BNB Chain'],scallop
280,ENS/USDT,2024-09-27,17.783,4.58127499411903,-0.5591902924565111,-0.5591902924565111,-3.8392905423673676,-15.524203125742234,-1.6100475821622238,209142.5600928,164.0,ENS/USDT,4.5,"['Ethereum', 'Solana']","['DAO', 'Governance']","['Collectibles & NFTs', 'DAO', 'Governance', 'Token']",https://coinmarketcap.com/currencies/ethereum-name-service,No tags available for this,No tags available for this,2021-11-09,No tags available for this,ethereum-name-service
190,LPT/USDT,2024-09-28,12.2974,3.40640582561825,-0.5555510629867119,-5.904767734580047,-6.648346643184647,-21.989621791699975,-1.3809584910502353,105603.82104185,183.0,LPT/USDT,4.2,"['Ethereum', 'Harmony']","['Coinfund Portfolio', 'DCG Portfolio', 'Pantera Capital Portfolio', 'Multicoin Capital Portfolio']",,https://coinmarketcap.com/currencies/livepeer,No tags available for this,No tags available for this,2018-12-19,['Arbitrum Ecosystem'],livepeer
220,YGG/USDT,2024-09-29,0.5023,5.083682008368198,-0.5543456741239408,-3.7186122292505432,-4.0313335880779535,-6.635687732342019,-0.8683639234261042,71594.75266501,334.0,YGG/USDT,4.1,"['Ethereum', 'Solana', 'Harmony']","['Collectibles & NFTs', 'DAO', 'Metaverse', 'a16z Portfolio', 'Play To Earn', 'Animoca Brands Portfolio', 'Gaming Guild', 'OKEx Blockdream Ventures Portfolio', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/yield-guild-games,No tags available for this,No tags available for this,2021-06-28,No tags available for this,yield-guild-games
517,PIP/USDT,2024-09-26,0.01631,4.820051413881764,-0.5487804878048768,-17.37588652482269,-35.20063567739372,-53.479749001711355,-14.02214022140221,9803.721789419,736.0,PIP/USDT,3.6,"['Solana', 'Ethereum']",No tags available,"['Payments', 'Sharing Economy', 'Ethereum Ecosystem', 'Binance Chain', 'BNB Smart Chain', 'Social Money', 'Coinbase Ventures Portfolio', 'Solana Ecosystem', 'CMS Holdings Portfolio', 'Galaxy Digital Portfolio', 'Polygon Ecosystem', 'Web3', 'BNB Chain']",https://coinmarketcap.com/currencies/pip,No tags available,No tags available,2022-01-07,No tags available,pip
